x,45-50,40-45,35-40,30-35,25-30,20-25,18-20,16-18,12-16
31.6718,70.2023,57.8017,39.0223,27.6045,21.3207,17.6909,12.1542,3.945,0.2415
31.7748,70.5131,58.2201,39.6876,27.8675,21.4876,17.8206,12.2602,3.9644,0.2421
31.7985,70.5838,58.3127,39.844,27.9471,21.5281,17.8512,12.2863,3.9688,0.2422
31.9603,71.0582,58.9432,40.9699,28.7047,21.8195,18.0656,12.4812,3.999,0.2432
32.068,71.3628,59.3841,41.7713,29.3263,22.0194,18.2108,12.6192,4.0191,0.2438
32.1418,71.5644,59.7048,42.2989,29.7266,22.1541,18.3105,12.7142,4.0329,0.2443
32.2192,71.7677,60.0539,42.8171,30.0878,22.2901,18.4145,12.8119,4.0476,0.2448
32.2487,71.8427,60.1895,43.0061,30.2132,22.3401,18.4539,12.8483,4.0532,0.2449
32.271,71.898,60.292,43.1453,30.3043,22.377,18.4834,12.8753,4.0575,0.2451
32.332,72.0438,60.5747,43.5181,30.5442,22.4759,18.563,12.9469,4.0692,0.2454
32.3748,72.1397,60.7721,43.7732,30.7071,22.5439,18.6179,12.9945,4.0776,0.2457
32.4612,72.3142,61.1546,44.2756,31.0375,22.6803,18.7286,13.0829,4.0946,0.2462
32.5088,72.3981,61.3324,44.5466,31.2316,22.7563,18.7914,13.1282,4.1042,0.2465
32.6447,72.5801,61.6858,45.3031,31.9161,22.9869,18.9854,13.2523,4.1323,0.2474
32.664,72.5982,61.7467,45.4083,32.0321,23.022,19.0145,13.2701,4.1364,0.2475
32.6877,72.6178,61.8245,45.5372,32.1814,23.0664,19.0508,13.2924,4.1415,0.2476
32.6945,72.6228,61.8468,45.5734,32.2247,23.0792,19.0611,13.2988,4.143,0.2477
32.7432,72.6525,62.0113,45.8336,32.5492,23.1754,19.1367,13.3465,4.1537,0.248
32.7447,72.6533,62.0165,45.8416,32.5595,23.1785,19.1391,13.348,4.154,0.248
32.8988,72.7402,62.5336,46.6079,33.5611,23.5233,19.3839,13.5257,4.1896,0.2489
32.9084,72.752,62.5648,46.6526,33.6197,23.5465,19.3993,13.5385,4.1919,0.249
33.0594,73.0857,63.0303,47.3347,34.5072,23.9301,19.6448,13.769,4.2294,0.2499
33.0615,73.0914,63.0363,47.344,34.5191,23.9356,19.6482,13.7725,4.23,0.2499
33.1164,73.2441,63.1908,47.5875,34.8314,24.0813,19.7386,13.8662,4.2443,0.2502
33.2411,73.5605,63.51,48.1368,35.5296,24.4148,19.9456,14.0881,4.2781,0.251
33.2666,73.6146,63.5711,48.2486,35.6708,24.4824,19.9883,14.1341,4.2852,0.2512
33.3277,73.7258,63.714,48.5162,36.0079,24.6438,20.0913,14.244,4.3025,0.2515
33.4228,73.8495,63.9301,48.9316,36.5287,24.8959,20.2555,14.4109,4.3301,0.2521
33.5881,73.9799,64.3416,49.6482,37.4201,25.3533,20.559,14.6818,4.379,0.2532
33.6596,74.0195,64.8543,49.9559,37.7997,25.5685,20.6965,14.7944,4.4002,0.2536
33.6668,74.0232,64.8728,49.9865,37.8374,25.5909,20.7103,14.8056,4.4022,0.2536
33.6832,74.0316,64.9123,50.0567,37.9237,25.6431,20.7421,14.8313,4.407,0.2537
33.6866,74.0334,64.9203,50.0714,37.9418,25.6542,20.7488,14.8366,4.408,0.2538
33.6906,74.0353,64.9293,50.0883,37.9625,25.6669,20.7565,14.8428,4.4092,0.2538
33.741,74.0604,65.036,50.303,38.2254,25.8359,20.855,14.9217,4.4238,0.2541
33.9302,74.1684,65.3867,51.0804,39.1825,26.5669,21.2347,15.2244,4.4768,0.2553
33.9731,74.201,65.462,51.2481,39.4042,26.7495,21.3237,15.2962,4.4885,0.2556
34.0819,74.3005,65.6511,51.6642,40.0845,27.2282,21.5563,15.4866,4.5177,0.2562
34.106,74.3255,65.693,51.7554,40.2795,27.3362,21.6095,15.5306,4.5241,0.2564
34.1099,74.3296,65.6999,51.7704,40.3129,27.3539,21.6183,15.5378,4.5251,0.2564
34.2099,74.4413,65.8752,52.1465,41.1758,27.8059,21.8473,15.7277,4.5512,0.257
34.2432,74.4806,65.9351,52.2714,41.4324,27.9582,21.9275,15.7938,4.5598,0.2572
34.3381,74.5945,66.1133,52.6249,42.0036,28.3962,22.1691,15.9909,4.5841,0.2578
34.3441,74.6018,66.125,52.6475,42.0321,28.4244,22.1854,16.004,4.5856,0.2579
34.4971,74.7779,66.419,53.211,42.5552,29.1498,22.6311,16.3585,4.6243,0.2588
34.5066,74.788,66.436,53.2455,42.5806,29.1955,22.6612,16.3822,4.6268,0.2589
34.6554,74.9321,66.6814,53.7816,42.959,29.9378,23.1752,16.7902,4.6663,0.2598
34.6786,74.9522,66.7167,53.8636,43.0205,30.0589,23.2619,16.8604,4.6726,0.26
34.6827,74.9557,66.7229,53.8781,43.0317,30.0806,23.2774,16.873,4.6737,0.26
34.6886,74.9608,66.7318,53.899,43.0479,30.112,23.2999,16.8913,4.6753,0.26
34.7128,74.9808,66.7677,53.9836,43.1158,30.2414,23.3924,16.9672,4.6818,0.2602
34.7634,75.021,66.8416,54.1587,43.2715,30.523,23.5917,17.1332,4.6956,0.2605
34.9164,75.1272,67.055,54.6655,43.8769,31.4782,24.232,17.6864,4.7374,0.2615
34.9973,75.1746,67.1632,54.9198,44.2598,32.0282,24.5909,18.0041,4.7594,0.262
35.0748,75.2146,67.2641,55.1568,44.6431,32.5338,24.9458,18.3172,4.7804,0.2625
35.1091,75.2306,67.3081,55.2608,44.8127,32.7507,25.1064,18.4575,4.7897,0.2627
35.1566,75.2512,67.3681,55.4043,45.042,33.045,25.3313,18.6519,4.8026,0.263
35.1845,75.2624,67.4029,55.4885,45.1722,33.2152,25.4646,18.7658,4.8101,0.2632
35.312,75.3101,67.5583,55.8739,45.7276,33.9758,26.083,19.2764,4.8439,0.264
35.3335,75.318,67.5838,55.9385,45.8157,34.1018,26.188,19.3594,4.8496,0.2641
35.3358,75.3189,67.5866,55.9456,45.8253,34.1156,26.1995,19.3684,4.8502,0.2642
35.4418,75.3602,67.7095,56.2617,46.2416,34.7316,26.7164,19.7636,4.8772,0.2648
35.5236,75.3976,67.801,56.501,46.547,35.2035,27.1089,20.0739,4.8974,0.2654
35.6253,75.4551,67.9103,56.7896,46.9118,35.7895,27.6902,20.5163,4.9239,0.266
35.674,75.4879,67.9608,56.9226,47.0798,36.0712,28.0113,20.7705,4.9381,0.2663
35.6766,75.4898,67.9634,56.9295,47.0885,36.0861,28.0285,20.7849,4.9388,0.2663
35.6791,75.4915,67.9659,56.9361,47.0969,36.1005,28.0452,20.7989,4.9396,0.2664
35.6842,75.4953,67.9712,56.9499,47.1145,36.1305,28.0799,20.8284,4.9412,0.2664
35.6854,75.4962,67.9724,56.9532,47.1186,36.1375,28.0881,20.8354,4.9415,0.2664
35.7348,75.5343,68.0219,57.082,47.2846,36.4249,28.4235,21.1396,4.9568,0.2667
35.9138,75.6942,68.19,57.4898,47.8694,37.4123,29.6378,22.4388,5.01,0.2679
35.9429,75.7221,68.2158,57.5489,47.9634,37.5644,29.8304,22.6581,5.0182,0.2681
35.965,75.7434,68.2352,57.5932,48.0347,37.6788,29.975,22.821,5.0243,0.2682
36.0199,75.7962,68.2822,57.7014,48.2108,37.9596,30.3291,23.2064,5.0391,0.2686
36.2284,75.9838,68.4494,58.1165,48.8766,39.0051,31.674,24.5956,5.0915,0.2699
36.2535,76.003,68.4684,58.1677,48.9563,39.1293,31.8393,24.7687,5.0975,0.2701
36.2851,76.0254,68.4921,58.2329,49.0567,39.2854,32.0489,24.9897,5.1049,0.2703
36.288,76.0273,68.4942,58.2388,49.0658,39.2996,32.068,25.0099,5.1056,0.2703
36.3289,76.0526,68.5244,58.3238,49.1955,39.5008,32.3402,25.2996,5.1151,0.2706
36.648,76.1566,68.7464,58.9971,50.1982,41.0404,34.4184,27.5932,5.1851,0.2727
36.6797,76.1654,68.7678,59.064,50.2969,41.1895,34.6122,27.8181,5.1918,0.2729
36.6993,76.1713,68.7811,59.1053,50.3577,41.2809,34.7297,27.9557,5.1959,0.273
36.7277,76.1809,68.8003,59.1649,50.4454,41.4122,34.8975,28.1531,5.2018,0.2732
36.7554,76.1914,68.819,59.2229,50.5307,41.5389,35.0584,28.3435,5.2075,0.2734
36.7857,76.2043,68.8396,59.2863,50.6239,41.6761,35.2321,28.5497,5.2138,0.2736
36.9878,76.3197,68.9777,59.702,51.2291,42.5135,36.36,29.9033,5.2547,0.2749
36.9888,76.3204,68.9785,59.7041,51.2321,42.5174,36.366,29.9107,5.2549,0.2749
37.1471,76.4235,69.0898,60.0169,51.6727,43.0942,37.2994,31.0581,5.2859,0.276
37.2533,76.4891,69.1678,60.2163,51.9472,43.4855,37.9328,31.7887,5.3063,0.2767
37.2762,76.5022,69.1853,60.2577,52.0048,43.5707,38.0673,31.9395,5.3106,0.2768
37.3034,76.5172,69.2065,60.306,52.0726,43.6719,38.2251,32.1153,5.3158,0.277
37.3085,76.5199,69.2104,60.3148,52.0851,43.6905,38.2539,32.1474,5.3167,0.277
37.3332,76.5328,69.2303,60.3575,52.1463,43.7827,38.3952,32.3046,5.3213,0.2772
37.3882,76.5584,69.276,60.4483,52.2816,43.9874,38.7019,32.6483,5.3315,0.2776
37.6443,76.621,69.4595,60.7731,52.9133,44.9325,39.9956,34.1969,5.3771,0.2793
37.6648,76.623,69.4706,60.791,52.9652,45.0072,40.0902,34.3205,5.3806,0.2794
37.6752,76.6239,69.476,60.7997,52.9915,45.0448,40.1374,34.3829,5.3823,0.2795
37.6958,76.6256,69.4865,60.816,53.0438,45.1188,40.23,34.5068,5.3857,0.2796
37.7237,76.6276,69.5004,60.8368,53.1154,45.2189,40.3547,34.6765,5.3903,0.2798
37.7512,76.6295,69.5137,60.8561,53.1865,45.3166,40.4763,34.845,5.3947,0.28
37.9096,76.6429,69.5849,60.9771,53.6035,45.8639,41.1749,35.8331,5.4188,0.2811
37.9383,76.6469,69.5972,61.0059,53.6784,45.9604,41.3043,36.011,5.4228,0.2813
38.0104,76.6598,69.6272,61.0878,53.8623,46.2002,41.6373,36.4544,5.4325,0.2818
38.0375,76.6656,69.6383,61.1212,53.9291,46.2896,41.7662,36.6199,5.4359,0.2819
38.1954,76.7069,69.7008,61.3337,54.2821,46.8124,42.5588,37.5776,5.4543,0.283
38.2752,76.731,69.731,61.4467,54.4259,47.0805,42.9724,38.0554,5.4633,0.2836
38.3039,76.74,69.7415,61.4874,54.4702,47.1771,43.1208,38.2259,5.4669,0.2838
38.3197,76.745,69.7473,61.5098,54.493,47.2302,43.2021,38.3195,5.469,0.2839
38.4045,76.7722,69.7777,61.6288,54.5993,47.5137,43.6253,38.8185,5.4826,0.2844
38.5122,76.8067,69.8219,61.7739,54.7114,47.8667,44.0764,39.4417,5.5057,0.2852
38.567,76.8239,69.849,61.8433,54.767,48.0417,44.2634,39.7527,5.5202,0.2856
38.6404,76.8461,69.8877,61.9312,54.8487,48.2697,44.5106,40.1599,5.5422,0.2861
38.6864,76.8595,69.9128,61.9837,54.9081,48.4088,44.6726,40.4083,5.5575,0.2864
38.6921,76.8612,69.9159,61.99,54.9159,48.4257,44.6927,40.4382,5.5595,0.2864
38.6969,76.8625,69.9186,61.9953,54.9227,48.4398,44.7098,40.4634,5.5611,0.2865
38.7458,76.8765,69.9457,62.0483,54.9981,48.5829,44.8857,40.7162,5.5784,0.2868
38.773,76.8841,69.9609,62.077,55.0456,48.6608,44.9843,40.8523,5.588,0.287
39.0591,76.9597,70.1203,62.3459,55.7067,49.4388,46.0105,42.2088,5.6748,0.289
39.0859,76.9666,70.1351,62.369,55.7714,49.512,46.1041,42.3763,5.6817,0.2892
39.1148,76.9739,70.1509,62.3935,55.8391,49.5919,46.2038,42.5691,5.6889,0.2894
39.2219,77.0009,70.2093,62.4833,56.0673,49.9171,46.569,43.3239,5.7141,0.2901
39.2437,77.0064,70.2211,62.5014,56.1078,49.9994,46.6425,43.4737,5.719,0.2903
39.2971,77.0199,70.2497,62.5458,56.1964,50.4575,46.8216,43.8198,5.7307,0.2907
39.3151,77.0245,70.2593,62.5608,56.2227,50.5333,46.8818,43.9284,5.7346,0.2908
39.3486,77.0331,70.2771,62.5888,56.2668,50.6191,46.9934,44.1164,5.7416,0.291
39.3738,77.0397,70.2903,62.61,56.2963,50.6692,47.0773,44.2449,5.7468,0.2912
39.5315,77.0825,70.3715,62.7471,56.4295,50.9242,47.609,44.8389,5.7783,0.2923
39.6625,77.122,70.4356,62.87,56.5033,51.1198,48.0517,45.2046,5.8035,0.2933
39.6923,77.1317,70.4497,62.8995,56.5191,51.1648,48.1333,45.2857,5.8091,0.2935
39.7173,77.14,70.4613,62.9247,56.5327,51.203,48.2011,45.3546,5.8139,0.2937
39.7931,77.1664,70.4953,63.0037,56.5781,51.3221,48.4057,45.5728,5.8281,0.2942
39.8244,77.1779,70.5089,63.0372,56.5998,51.3736,48.4899,45.6685,5.834,0.2944
39.8735,77.1967,70.5296,63.0903,56.639,51.4581,48.6218,45.8246,5.8431,0.2948
39.8988,77.2067,70.54,63.1179,56.6623,51.5043,48.69,45.9081,5.8478,0.295
40.1866,77.3291,70.6459,63.4146,57.0298,52.1495,49.4681,46.9986,5.9017,0.297
40.2387,77.352,70.6631,63.4608,57.1048,52.2562,49.6109,47.2549,5.9116,0.2974
40.3181,77.3865,70.6887,63.5243,57.2156,52.3896,49.8282,47.8873,5.9268,0.298
40.3435,77.3975,70.6967,63.5426,57.2494,52.4252,49.8969,47.9631,5.9317,0.2982
40.3461,77.3985,70.6975,63.5443,57.2527,52.4285,49.9036,47.9697,5.9322,0.2982
40.4236,77.4313,70.7218,63.593,57.3472,52.5217,50.1056,48.1439,5.9474,0.2988
40.4531,77.4435,70.7309,63.6091,57.3793,52.5531,50.1785,48.2043,5.9532,0.299
40.6583,77.5218,70.7945,63.6963,57.5549,52.7468,50.619,48.6171,5.9959,0.3005
40.6773,77.5283,70.8004,63.7029,57.5681,52.764,50.6543,48.6566,6,0.3006
40.6878,77.5318,70.8037,63.7065,57.5753,52.7736,50.6735,48.6787,6.0024,0.3007
40.8414,77.5776,70.8522,63.7581,57.673,52.9217,50.9383,49.0254,6.0387,0.3019
40.9206,77.596,70.8775,63.7873,57.7218,53.0092,51.0665,49.2298,6.0592,0.3025
40.9748,77.6061,70.8949,63.8099,57.756,53.0761,51.152,49.3792,6.0741,0.3029
41.0262,77.6135,70.9116,63.834,57.7898,53.1447,51.2321,49.5261,6.0889,0.3033
41.108,77.6205,70.9384,63.8772,57.8467,53.2618,51.3579,49.7631,6.1139,0.3039
41.2609,77.6173,70.9894,63.9692,57.9611,53.4922,51.5927,50.1767,6.1638,0.305
41.306,77.6139,71.0048,63.9978,57.9962,53.5588,51.6638,50.2819,6.177,0.3054
41.3393,77.611,71.0162,64.0191,58.0225,53.6066,51.7173,50.3533,6.1852,0.3056
41.497,77.6004,71.0724,64.1177,58.1491,53.806,51.9633,50.6248,6.2147,0.3068
41.5773,77.6013,71.1673,64.1639,58.2131,53.8855,52.0761,50.7364,6.2346,0.3075
41.6025,77.6031,71.1734,64.1776,58.2324,53.9077,52.1102,50.7695,6.2421,0.3077
41.6727,77.6123,71.1895,64.2133,58.2772,53.9641,52.2028,50.8592,6.2655,0.3082
41.6801,77.6138,71.1912,64.217,58.28,53.9696,52.2124,50.8686,6.2682,0.3083
41.6832,77.6144,71.1919,64.2185,58.281,53.9719,52.2164,50.8725,6.2694,0.3083
41.7104,77.6204,71.1979,64.2314,58.29,53.9916,52.2515,50.907,6.2796,0.3085
41.7597,77.6344,71.2089,64.2539,58.321,54.0252,52.3144,50.9701,6.2989,0.3089
41.8895,77.6853,71.2373,64.3087,58.4218,54.1055,52.4765,51.15,6.3531,0.3099
42.1258,77.8007,71.2887,64.3991,58.6011,54.2486,52.761,51.5572,6.4566,0.3118
42.206,77.8376,71.3061,64.4295,58.6582,54.3047,52.8546,51.7077,6.4915,0.3124
42.3014,77.8745,71.3268,64.4666,58.7235,54.3786,52.9637,51.8848,6.5311,0.3132
42.3381,77.8857,71.3348,64.4811,58.7478,54.4088,53.005,51.9509,6.5452,0.3135
42.3391,77.886,71.335,64.4816,58.7485,54.4097,53.0062,51.9528,6.5456,0.3135
42.3622,77.8919,71.34,64.4908,58.7636,54.4293,53.032,51.9935,6.5541,0.3137
42.4398,77.9057,71.3568,64.5224,58.8128,54.4977,53.1174,52.1238,6.5815,0.3143
42.6681,77.906,71.4063,64.62,58.9491,54.7183,53.3558,52.4463,6.7081,0.3162
42.6757,77.9054,71.4079,64.6233,58.9534,54.7259,53.3632,52.4557,6.7136,0.3162
42.7283,77.9005,71.4193,64.6467,58.9832,54.7797,53.4143,52.5195,6.7532,0.3167
42.8347,77.8905,71.4423,64.695,59.0421,54.8895,53.5128,52.6406,6.8371,0.3175
42.9154,77.8859,71.4598,64.7324,59.0856,54.9718,53.5835,52.7273,6.9032,0.3182
43.0161,77.8867,71.4816,64.7792,59.1385,55.0701,53.6671,52.832,6.9881,0.319
43.2969,77.9219,71.5423,64.9012,59.2783,55.2917,53.8864,53.1182,7.2392,0.3214
43.3044,77.9234,71.544,64.9041,59.2819,55.2961,53.8944,53.1259,7.2465,0.3215
43.3309,77.9288,71.5497,64.9143,59.2944,55.3108,53.9477,53.1528,7.2721,0.3217
43.3315,77.929,71.5498,64.9145,59.2947,55.3112,53.9487,53.1535,7.2728,0.3217
43.4634,77.9599,71.5783,64.9605,59.3552,55.3685,54.0667,53.289,7.4155,0.3229
43.5179,77.9744,71.5901,64.977,59.3793,55.387,54.1051,53.3456,7.4847,0.3233
43.6187,78.0032,71.6119,65.0045,59.4225,55.4189,54.1725,53.4517,7.621,0.3242
43.6637,78.0166,71.6216,65.0158,59.4412,55.4337,54.2015,53.4996,7.6819,0.3246
43.8808,78.0822,71.6686,65.0685,59.5282,55.5371,54.337,53.7392,7.9691,0.3266
43.9334,78.0974,71.6799,65.082,59.5492,55.5764,54.3689,53.8004,8.0381,0.327
43.9602,78.105,71.6857,65.0892,59.5602,55.5995,54.3852,53.8324,8.0733,0.3273
44.1183,78.1452,71.7199,65.1376,59.6311,55.7691,54.48,54.0372,8.2812,0.3287
44.1466,78.1514,71.726,65.1477,59.645,55.8035,54.4968,54.0792,8.3186,0.329
44.1951,78.1613,71.7365,65.1661,59.6695,55.8634,54.5257,54.1599,8.3831,0.3294
44.2663,78.1742,71.7518,65.1952,59.7061,55.9511,54.5679,54.3399,8.4786,0.3301
44.327,78.1839,71.7649,65.2216,59.7372,56.0229,54.6038,54.5276,8.5615,0.3307
44.3785,78.1914,71.7761,65.2447,59.7634,56.0797,54.6342,54.6025,8.6331,0.3311
44.5098,78.2079,71.8044,65.3046,59.8281,56.196,54.7115,54.72,8.8156,0.3324
44.6579,78.2242,71.8364,65.3688,59.8964,56.2672,54.7985,54.8252,9.008,0.3659
44.6593,78.2243,71.8367,65.3694,59.897,56.2676,54.7993,54.8262,9.0097,0.3658
44.747,78.2338,71.8556,65.4031,59.9344,56.2861,54.8508,54.8848,9.1171,0.3594
44.8015,78.2399,71.8673,65.4218,59.9563,56.2914,54.8828,54.9211,9.1825,0.3561
44.9295,78.2554,71.895,65.4604,60.0028,56.2919,54.9579,55.0083,9.3339,0.3495
44.9811,78.262,71.9061,65.4743,60.0193,56.2895,54.9881,55.0451,9.3943,0.3472
45.1122,78.2797,71.9344,65.5072,60.0563,56.2845,55.0652,55.1463,9.5464,0.3423
45.2619,78.3008,71.9666,65.5435,60.0941,56.2944,55.1532,55.2765,9.7179,0.3379
45.3127,78.308,71.9776,65.5563,60.1069,56.303,55.1831,55.3244,9.7757,0.3368
45.4019,78.3207,71.9968,65.5801,60.1305,56.3255,55.2357,55.4125,9.8761,0.3351
45.4563,78.3284,72.0085,65.5959,60.1463,56.3439,55.2679,55.4686,9.9371,0.3343
45.5574,78.3423,72.0303,65.627,60.1795,56.3876,55.3277,55.5762,10.0503,0.3336
45.5582,78.3424,72.0305,65.6273,60.1798,56.388,55.3281,55.577,10.0512,0.3336
45.6533,78.3553,72.0509,65.6576,60.217,56.4398,55.3846,55.6809,10.1587,0.3338
45.6548,78.3556,72.0513,65.6581,60.2177,56.4408,55.3855,55.6826,10.1605,0.3338
45.6885,78.3601,72.0585,65.6687,60.2321,56.4615,55.4056,55.7196,10.1989,0.3341
46.0306,78.4059,72.1321,65.7571,60.3909,56.71,55.6106,56.0782,10.5881,0.3511
46.1112,78.4168,72.1495,65.769,60.4257,56.7701,55.6595,56.1533,10.6788,0.3616
46.16,78.4236,72.16,65.7748,60.4451,56.8052,55.6892,56.1959,10.7333,0.3709
46.1607,78.4237,72.1601,65.7748,60.4453,56.8056,55.6896,56.1965,10.7341,0.3711
46.2819,78.4406,72.1862,65.7864,60.4872,56.8846,55.764,56.2929,10.8669,0.4222
46.2836,78.4408,72.1865,65.7865,60.4877,56.8855,55.765,56.2942,10.8687,0.4221
46.3173,78.4456,72.1938,65.7895,60.498,56.9041,55.7858,56.319,10.9045,0.4107
46.6486,78.4926,72.2649,65.8362,60.5883,57.0389,55.9957,56.5506,11.2002,0.3337
46.6766,78.4965,72.2709,65.8432,60.5962,57.0556,56.014,56.5713,11.2228,0.3344
46.6838,78.4975,72.2724,65.8452,60.5983,57.0602,56.0188,56.5767,11.2287,0.3348
46.6854,78.4977,72.2728,65.8456,60.5988,57.0613,56.0199,56.5779,11.23,0.3349
46.7399,78.5053,72.2844,65.8619,60.615,57.1011,56.0561,56.6202,11.2746,0.3393
46.7625,78.5085,72.2893,65.8695,60.6221,57.1201,56.0714,56.6385,11.2932,0.3419
46.7632,78.5086,72.2894,65.8697,60.6223,57.1207,56.0718,56.639,11.2938,0.342
46.815,78.5157,72.3005,65.8887,60.6394,57.1697,56.1072,56.6828,11.3367,0.349
47.2864,78.5793,72.4013,66.1001,60.829,57.7657,56.5499,57.1095,11.7373,0.4224
47.3035,78.5816,72.4049,66.107,60.8366,57.7865,56.5547,57.1231,11.7523,0.4222
47.3053,78.5818,72.4053,66.1077,60.8374,57.7887,56.555,57.1245,11.7539,0.4221
47.3141,78.583,72.4072,66.1111,60.8413,57.7991,56.5559,57.1314,11.7617,0.4216
47.3651,78.5898,72.418,66.1301,60.8641,57.8546,56.5588,57.1696,11.807,0.4141
47.3914,78.5934,72.4236,66.1394,60.8759,57.8779,56.5605,57.1883,11.8308,0.4067
47.3947,78.5938,72.4244,66.1405,60.8774,57.8804,56.5608,57.1906,11.8339,0.4055
47.4181,78.5969,72.4293,66.1483,60.8879,57.8937,56.563,57.2065,11.8553,0.3965
47.644,78.6274,72.4772,66.2124,60.9897,57.797,56.622,57.3405,12.0795,0.3336
47.6721,78.6312,72.4832,66.2193,61.0023,57.7904,56.6349,57.3556,12.108,0.3388
47.6793,78.6322,72.4847,66.221,61.0055,57.789,56.6384,57.3595,12.1153,0.3404
47.6819,78.6325,72.4852,66.2217,61.0067,57.7885,56.6397,57.3608,12.1179,0.341
47.9676,78.6712,72.5449,66.2878,61.1318,57.7893,56.8318,57.5237,12.407,0.4387
47.9676,78.6712,72.5449,66.2878,61.1318,57.7893,56.8319,57.5237,12.407,0.4387
47.969,78.6714,72.5452,66.2881,61.1324,57.7895,56.8329,57.5247,12.4084,0.4392
48.0206,78.6784,72.5557,66.3006,61.1534,57.7972,56.8739,57.563,12.4611,0.4568
48.0496,78.6823,72.5616,66.3078,61.1647,57.8022,56.8973,57.5869,12.4909,0.4662
48.2727,78.7123,72.5645,66.3675,61.2268,57.8512,57.0745,57.8026,12.7255,0.5106
48.2747,78.7125,72.5647,66.368,61.2273,57.8517,57.0759,57.8045,12.7277,0.5107
48.2819,78.7135,72.5657,66.37,61.2289,57.8536,57.081,57.8111,12.7356,0.5108
48.3349,78.7206,72.5734,66.3853,61.2419,57.8675,57.1161,57.8572,12.7947,0.5081
48.3368,78.7209,72.5737,66.3858,61.2424,57.868,57.1172,57.8587,12.7968,0.5079
48.3606,78.7241,72.5773,66.3928,61.2485,57.8745,57.131,57.8778,12.824,0.5045
48.5977,78.7561,72.616,66.4651,61.3128,57.9448,57.2249,58.0333,13.0974,0.3935
48.6656,78.7654,72.6275,66.4867,61.3315,57.9666,57.2538,58.0719,13.1682,0.3335
48.6677,78.7657,72.6279,66.4873,61.3321,57.9672,57.2548,58.073,13.1703,0.3316
48.6748,78.7667,72.6291,66.4896,61.3341,57.9696,57.2581,58.077,13.1775,0.3251
48.7045,78.7708,72.6342,66.4991,61.3423,57.9793,57.2723,58.0934,13.2071,0.3148
48.9631,78.8068,72.6793,66.5782,61.412,58.0691,57.4129,58.2319,13.4589,0.3672
48.9898,78.8105,72.684,66.5857,61.4189,58.0788,57.4283,58.2462,13.4853,0.3722
49.2264,78.8441,72.7262,66.6422,61.4786,58.1678,57.5672,58.3753,13.737,0.4118
49.2702,78.8503,72.7341,66.6501,61.4898,58.1848,57.5929,58.3998,13.79,0.4184
49.2943,78.8537,72.7384,66.6541,61.496,58.1943,57.6068,58.4133,13.8207,0.422
49.3035,78.855,72.7401,66.6556,61.4985,58.1979,57.6121,58.4186,13.8329,0.4234
49.3332,78.8592,72.7454,66.6601,61.5064,58.2096,57.629,58.4353,13.8736,0.4277
49.5918,78.8959,72.7925,66.6924,61.5862,58.3152,57.7474,58.5859,14.44,0.4633
49.6185,78.8997,72.7973,66.6956,61.5959,58.3264,57.758,58.6019,14.5254,0.4668
49.6371,78.9023,72.8007,66.6979,61.603,58.3343,57.7653,58.6131,14.5867,0.4692
49.6965,78.9107,72.8116,66.7055,61.6264,58.3595,57.7892,58.649,14.7896,0.477
49.8551,78.9329,72.8408,66.7306,61.6942,58.4283,57.8547,58.7453,15.3574,0.4976
49.9618,78.9477,72.8606,66.753,61.7417,58.4757,57.8999,58.8091,15.7453,0.5112
50.0826,78.9643,72.883,66.7829,61.7948,58.5304,57.952,58.8789,16.1802,0.5267
50.1943,78.9796,72.9038,66.8136,61.8411,58.582,58.0011,58.94,16.575,0.5409
50.2472,78.9868,72.9137,66.8289,61.8615,58.6068,58.0247,58.9676,16.7605,0.5477
50.4906,79.0194,72.9594,66.9019,61.9411,58.7238,58.1358,59.0918,17.628,0.5791
50.51,79.022,72.9631,66.9076,61.9466,58.7333,58.1449,59.102,17.7018,0.5816
50.5282,79.0245,72.9665,66.9131,61.9517,58.7423,58.1534,59.1118,17.7737,0.584
50.6167,79.0362,72.9833,66.939,61.9753,58.7863,58.1954,59.1609,18.3658,0.5956
50.6331,79.0384,72.9864,66.9438,61.9795,58.7946,58.2033,59.1704,18.4819,0.5977
50.6919,79.0461,72.9975,66.9606,61.9943,58.8242,58.2317,59.2059,18.8424,0.6055
50.8231,79.0635,73.0225,66.9976,62.0259,58.8912,58.2966,59.2941,19.5825,0.6231
50.8759,79.0705,73.0327,67.0123,62.0385,58.9185,58.3233,59.3338,19.8766,0.6303
50.9739,79.0835,73.0515,67.0393,62.0621,58.9696,58.3736,59.4132,20.4296,0.6439
51.1386,79.106,73.0833,67.0847,62.1037,59.0565,58.4602,59.5569,21.4067,0.6674
51.2716,79.1247,73.1093,67.1214,62.1404,59.1274,58.5319,59.675,22.1926,0.6872
51.2886,79.1271,73.1126,67.1261,62.1454,59.1365,58.5411,59.6898,22.2887,0.6898
51.4518,79.151,73.1449,67.171,62.1971,59.2245,58.631,59.8252,23.158,0.7155
51.5046,79.1588,73.1554,67.1854,62.2155,59.2531,58.6603,59.865,23.4272,0.7243
51.6294,79.1769,73.1807,67.2189,62.2624,59.3208,58.7302,59.9506,24.0592,0.7461
51.6874,79.1851,73.1927,67.2342,62.2855,59.3523,58.7628,59.9866,24.355,0.7569
51.6897,79.1855,73.1932,67.2348,62.2865,59.3536,58.7641,59.988,24.3669,0.7573
