x,40-45,35-40,30-35,25-30,20-25,18-20,16-18,12-16
47.18024,12.8834,8.5505,6.6053,5.4444,3.9418,2.0044,0.7705,0.1347
47.23852,13.0851,8.6542,6.6808,5.4977,3.9944,2.031,0.7969,0.1273
47.28886,13.2676,8.7356,6.7459,5.5378,4.0325,2.0528,0.8186,0.1169
47.30534,13.3305,8.7613,6.7671,5.5501,4.0426,2.0595,0.8251,0.1144
47.3136,13.3627,8.7741,6.7776,5.5561,4.0473,2.0628,0.8284,0.1135
47.3471,13.4963,8.8258,6.8199,5.5801,4.0632,2.0752,0.8413,0.1127
47.34717,13.4966,8.8259,6.82,5.5801,4.0632,2.0752,0.8413,0.1127
47.35536,13.5299,8.8385,6.8303,5.5859,4.0665,2.078,0.8445,0.113
47.3805,13.6327,8.8777,6.8613,5.6037,4.0759,2.0862,0.8542,0.1149
47.44712,13.9043,8.9853,6.9417,5.6525,4.0988,2.1074,0.8821,0.1205
47.48079,14.0361,9.0431,6.9829,5.6795,4.112,2.1197,0.8979,0.1202
47.51394,14.1596,9.103,7.0249,5.7087,4.1278,2.1344,0.914,0.1154
47.5222,14.1896,9.1185,7.0357,5.7165,4.1323,2.1385,0.918,0.1133
47.54743,14.2803,9.1673,7.0697,5.7418,4.1475,2.1526,0.9299,0.1046
47.5557,14.3098,9.1838,7.0812,5.7507,4.1529,2.1578,0.9337,0.1011
47.56396,14.3393,9.2006,7.0928,5.7598,4.1586,2.1632,0.9374,0.0973
47.58076,14.3995,9.2354,7.1173,5.7793,4.1707,2.1751,0.9446,0.0891
47.65572,14.6835,9.3975,7.2369,5.8781,4.2349,2.2382,0.9673,0.0497
47.66437,14.7192,9.4165,7.2516,5.8903,4.2435,2.246,0.9684,0.0456
47.7142,14.9416,9.5244,7.3386,5.9608,4.2984,2.29,0.9681,0.0292
47.73079,15.0227,9.5593,7.3683,5.9838,4.3195,2.3036,0.9664,0.0276
47.74762,15.1089,9.594,7.3985,6.0067,4.3424,2.3166,0.9646,0.0288
47.7477,15.1093,9.5941,7.3986,6.0068,4.3425,2.3167,0.9646,0.0288
47.77256,15.2443,9.6438,7.4435,6.0394,4.378,2.3338,0.9624,0.0353
47.78102,15.2924,9.6603,7.4587,6.0503,4.3901,2.3389,0.9621,0.0387
47.83094,15.6005,9.7577,7.5482,6.1122,4.4525,2.3628,0.9671,0.0664
47.83962,15.6586,9.7749,7.5636,6.1227,4.4614,2.3661,0.9694,0.0719
47.84771,15.7139,9.7911,7.578,6.1325,4.4691,2.3691,0.9719,0.0771
47.91436,16.2072,9.9359,7.6964,6.2121,4.522,2.3922,1.001,0.1128
47.94796,16.4725,10.021,7.7559,6.2526,4.5467,2.4061,1.0175,0.1214
47.95622,16.5384,10.0437,7.7705,6.2627,4.5528,2.4101,1.0215,0.1226
47.97282,16.6713,10.0913,7.7999,6.2832,4.5655,2.419,1.0291,0.124
47.97294,16.6723,10.0917,7.8001,6.2833,4.5655,2.419,1.0292,0.124
48.00653,16.9396,10.1949,7.8597,6.3255,4.5927,2.4406,1.0428,0.1242
48.03954,17.1962,10.3019,7.9179,6.3676,4.6227,2.4657,1.0522,0.1217
48.05631,17.3241,10.3571,7.9472,6.3893,4.6397,2.4795,1.0551,0.12
48.12296,17.8227,10.5691,8.0606,6.4756,4.7199,2.5381,1.0562,0.1126
48.13989,17.9481,10.6187,8.0884,6.4974,4.7427,2.5533,1.0548,0.1113
48.15648,18.0713,10.6649,8.1152,6.5187,4.7654,2.568,1.0533,0.1103
48.16509,18.1352,10.688,8.1288,6.5297,4.7774,2.5755,1.0526,0.11
48.17321,18.1957,10.7094,8.1416,6.54,4.7886,2.5826,1.0519,0.1097
48.18142,18.257,10.7307,8.1543,6.5504,4.7999,2.5895,1.0512,0.1095
48.24814,18.7606,10.895,8.2561,6.6346,4.8862,2.643,1.052,0.1098
48.25657,18.8252,10.9154,8.2692,6.6452,4.8957,2.6495,1.0533,0.11
48.33156,19.4127,11.1067,8.397,6.7414,4.9646,2.7113,1.0767,0.1123
48.332,19.4163,11.108,8.3978,6.742,4.9649,2.7117,1.0769,0.1123
48.34015,19.482,11.1309,8.4135,6.7527,4.9713,2.7191,1.0805,0.1125
48.35674,19.6166,11.1797,8.447,6.7747,4.9841,2.7347,1.0881,0.1128
48.37347,19.7534,11.2313,8.483,6.7972,4.9968,2.7515,1.0961,0.113
48.38168,19.8209,11.2575,8.5016,6.8083,5.0031,2.7601,1.1001,0.1131
48.45674,20.4325,11.5103,8.6854,6.9097,5.0662,2.8447,1.1371,0.1128
48.45683,20.4332,11.5106,8.6856,6.9098,5.0663,2.8448,1.1372,0.1128
48.49056,20.6973,11.6235,8.7654,6.9532,5.1002,2.8795,1.1522,0.1125
48.52373,20.9468,11.7286,8.8343,6.9933,5.1368,2.907,1.1659,0.1122
48.54016,21.068,11.778,8.8634,7.0122,5.1559,2.9173,1.1724,0.1121
48.557,21.1917,11.8272,8.8891,7.0307,5.1763,2.9251,1.1791,0.1119
48.57373,21.3146,11.8752,8.9098,7.0484,5.1971,2.9297,1.1857,0.1118
48.59029,21.4371,11.9223,8.9257,7.0654,5.2182,2.9307,1.1924,0.1117
48.64912,21.8929,12.0933,8.9652,7.1257,5.2985,2.9144,1.2183,0.1115
48.657,21.958,12.1174,8.971,7.1342,5.3099,2.9119,1.2223,0.1115
48.66544,22.0293,12.1439,8.978,7.1435,5.3223,2.9097,1.2269,0.1115
48.71566,22.4933,12.3263,9.051,7.2065,5.4115,2.9175,1.2584,0.1115
48.75726,22.945,12.5893,9.2012,7.2867,5.5551,2.9797,1.2856,0.1115
48.76565,23.0454,12.679,9.2513,7.3137,5.5975,3.0027,1.2906,0.1115
48.78266,23.2594,12.9158,9.3866,7.4278,5.6971,3.0644,1.2998,0.1116
48.79054,23.3638,13.0415,9.467,7.5825,5.7488,3.1013,1.3037,0.1116
48.7906,23.3646,13.0425,9.4677,7.584,5.7492,3.1016,1.3038,0.1116
48.79885,23.477,13.176,9.5651,7.7544,5.8064,3.147,1.3076,0.1117
48.79912,23.4808,13.1804,9.5686,7.7591,5.8083,3.1486,1.3077,0.1117
48.80734,23.5963,13.3122,9.6803,7.8846,5.8681,3.2011,1.3113,0.1117
48.81551,23.714,13.4416,9.8051,7.9881,5.9294,3.2603,1.3146,0.1117
48.87416,24.631,14.3471,10.874,8.5851,6.4046,3.8633,1.3359,0.1121
48.89952,25.053,14.729,11.2572,8.818,6.6178,4.176,1.3448,0.1123
48.91597,25.33,14.974,11.4781,8.9662,6.7559,4.3724,1.3508,0.1124
48.93242,25.6073,15.2163,11.686,9.113,6.8929,4.5532,1.3572,0.1125
48.94917,25.8884,15.4608,11.889,9.2618,7.0302,4.7168,1.364,0.1125
48.95757,26.0285,15.5828,11.9888,9.3365,7.0981,4.7921,1.3676,0.1124
49.00745,26.8375,16.3076,12.5791,9.7826,7.4888,5.1789,1.3927,0.1119
49.0077,26.8415,16.3113,12.5822,9.7849,7.4908,5.1807,1.3929,0.1119
49.00803,26.8466,16.316,12.5861,9.7878,7.4933,5.183,1.3931,0.1119
49.02411,27.0963,16.5526,12.785,9.9331,7.6158,5.2941,1.4029,0.1115
49.03283,27.2299,16.6821,12.8954,10.0124,7.6819,5.3531,1.4086,0.1112
49.09099,28.1121,17.5667,13.6593,10.5498,8.1201,5.7488,1.453,0.1093
49.11608,28.5006,17.9549,13.9892,10.7878,8.3113,5.9339,1.4751,0.1086
49.11613,28.5015,17.9558,13.9899,10.7883,8.3117,5.9343,1.4751,0.1086
49.12488,28.6402,18.0914,14.1028,10.8723,8.3792,6.0014,1.4831,0.1085
49.1329,28.7692,18.2157,14.205,10.9497,8.4415,6.064,1.4906,0.1083
49.14968,29.0443,18.4757,14.4144,11.1126,8.5731,6.1979,1.5065,0.1082
49.20771,30.0159,19.3688,15.1137,11.6792,9.0392,6.6795,1.5633,0.1095
49.23271,30.4228,19.7517,15.4136,11.9211,9.2443,6.8897,1.5877,0.1112
49.2334,30.4338,19.7623,15.422,11.9277,9.25,6.8954,1.5883,0.1113
49.24955,30.6876,20.0094,15.6185,12.082,9.3837,7.0299,1.6037,0.1129
49.26636,30.9459,20.2665,15.8267,12.2402,9.5233,7.1678,1.6194,0.1147
49.26644,30.9471,20.2678,15.8277,12.241,9.524,7.1685,1.6195,0.1148
49.26654,30.9487,20.2693,15.829,12.2419,9.5248,7.1693,1.6196,0.1148
49.27464,31.0718,20.3933,15.931,12.3173,9.5923,7.235,1.627,0.1157
49.35025,32.2274,21.5524,16.9104,13.0023,10.2225,7.8252,1.6902,0.1226
49.3834,32.7652,22.0629,17.3322,13.3012,10.4948,8.0717,1.7136,0.122
49.39998,33.0414,22.319,17.5358,13.4528,10.6293,8.1925,1.7242,0.1204
49.41631,33.3154,22.5713,17.7305,13.6042,10.7601,8.3099,1.7339,0.1176
49.41646,33.3179,22.5736,17.7323,13.6056,10.7613,8.3109,1.734,0.1176
49.41658,33.32,22.5755,17.7337,13.6067,10.7622,8.3118,1.7341,0.1176
49.44131,33.7337,22.9569,18.0238,13.8412,10.9569,8.4872,1.7473,0.111
49.44155,33.7378,22.9607,18.0267,13.8435,10.9588,8.4889,1.7474,0.1109
49.45876,34.021,23.2252,18.2315,14.0098,11.0915,8.6104,1.7558,0.1044
49.50025,34.6772,23.8565,18.7691,14.4152,11.4045,8.9058,1.7737,0.0843
49.52518,35.0578,24.2295,19.1586,14.6584,11.5899,9.0895,1.7834,0.0707
49.5668,35.6829,24.8415,19.9833,15.0586,11.9001,9.4281,1.7983,0.0487
49.57502,35.8057,24.9608,20.1516,15.1364,11.9621,9.5066,1.8011,0.0449
49.57562,35.8146,24.9695,20.1636,15.142,11.9666,9.5126,1.8013,0.0446
49.60011,36.1793,25.3222,20.6108,15.3714,12.1544,9.8307,1.8099,0.0347
49.61711,36.4288,25.5647,20.8548,15.5284,12.2885,10.103,1.8161,0.0296
49.62491,36.5419,25.6755,20.9474,15.6,12.3512,10.1941,1.8191,0.0279
49.62535,36.5482,25.6816,20.9522,15.604,12.3548,10.1986,1.8193,0.0278
49.63345,36.6643,25.796,21.0357,15.6779,12.4206,10.2752,1.8226,0.0265
49.6499,36.8958,26.0254,21.1767,15.8269,12.5563,10.4034,1.8301,0.0253
49.73364,37.9416,27.086,21.6537,16.5581,13.2647,10.9492,1.8966,0.0487
49.74173,38.0268,27.1762,21.6959,16.6259,13.3326,11.0028,1.9044,0.0527
49.74255,38.0352,27.1852,21.7002,16.6328,13.3395,11.0083,1.9052,0.0531
49.75065,38.1165,27.2728,21.744,16.7,13.4073,11.0631,1.9129,0.0572
49.75875,38.1945,27.3581,21.7895,16.7667,13.4749,11.119,1.9207,0.0615
49.77556,38.3459,27.5282,21.8916,16.9027,13.6144,11.2394,1.9366,0.0707
49.78366,38.4146,27.6074,21.9454,16.9673,13.6813,11.3,1.9442,0.0751
49.8585,38.9605,28.2857,22.5571,17.5406,14.2927,11.943,2.01,0.1105
49.90055,39.2508,28.6492,22.949,17.8559,14.6311,12.3478,2.0426,0.1202
49.90922,39.3145,28.7247,23.0299,17.9216,14.7004,12.4324,2.0487,0.1212
49.90946,39.3163,28.7268,23.0321,17.9234,14.7023,12.4347,2.0489,0.1213
49.92566,39.4414,28.8694,23.1816,18.0477,14.8315,12.5926,2.0599,0.1224
49.93412,39.5095,28.9446,23.2581,18.1136,14.8989,12.6743,2.0653,0.1227
49.94223,39.5764,29.017,23.3301,18.1772,14.9634,12.7519,2.0702,0.1227
49.95033,39.6446,29.0898,23.4008,18.2413,15.0279,12.8287,2.0749,0.1226
50.05912,40.6072,30.0882,24.2773,19.126,15.9122,13.8143,2.1193,0.1112
50.05944,40.61,30.0912,24.2798,19.1286,15.9149,13.8172,2.1194,0.1111
50.0671,40.675,30.1616,24.3393,19.1908,15.9797,13.8864,2.122,0.1102
50.06802,40.6827,30.1701,24.3465,19.1982,15.9875,13.8948,2.1223,0.1101
50.08423,40.8165,30.3186,24.4728,19.3288,16.1259,14.0425,2.128,0.1085
50.09245,40.8828,30.3939,24.5373,19.3945,16.1967,14.1184,2.1312,0.1077
50.09269,40.8847,30.3961,24.5391,19.3964,16.1987,14.1206,2.1313,0.1077
50.15059,41.3307,30.9248,25.0017,19.8502,16.702,14.6709,2.1601,0.1045
50.21768,41.8321,31.5401,25.5476,20.3603,17.2786,15.3266,2.2129,0.1054
50.21801,41.8345,31.5431,25.5502,20.3628,17.2814,15.3298,2.2132,0.1054
50.23493,41.9638,31.6997,25.6879,20.4893,17.4226,15.495,2.2284,0.1064
50.24268,42.0238,31.7715,25.7507,20.547,17.4866,15.5703,2.2355,0.1069
50.25114,42.09,31.85,25.8192,20.6098,17.556,15.6522,2.2431,0.1076
50.25125,42.0909,31.8511,25.8202,20.6107,17.557,15.6534,2.2432,0.1076
50.2757,42.2856,32.0775,26.0173,20.7918,17.7557,15.8881,2.2653,0.11
50.35919,42.9678,32.8309,26.7119,21.4397,18.423,16.6572,2.3307,0.12
50.36823,43.0414,32.9095,26.7921,21.516,18.4954,16.737,2.3363,0.1207
50.37625,43.1063,32.9787,26.8645,21.5852,18.5597,16.8071,2.3409,0.1213
50.3935,43.2448,33.1265,27.0248,21.7392,18.6986,16.9561,2.3502,0.1221
50.40124,43.3064,33.1925,27.099,21.8108,18.7613,17.0222,2.354,0.1222
50.40147,43.3082,33.1945,27.1012,21.8129,18.7631,17.0241,2.3541,0.1222
50.4097,43.3732,33.2646,27.1816,21.8909,18.8297,17.0937,2.358,0.1222
50.4843,43.9498,33.9226,27.925,22.6414,19.4355,17.7214,2.3865,0.1098
50.51845,44.2088,34.276,28.2265,22.969,19.7104,18.0281,2.3977,0.095
50.53481,44.3325,34.4964,28.3526,23.1133,19.8407,18.1909,2.4032,0.0863
50.55147,44.4583,34.772,28.4662,23.2489,19.9719,18.3886,2.4092,0.0769
50.5517,44.46,34.7757,28.4677,23.2507,19.9737,18.3919,2.4092,0.0767
50.56041,44.5258,34.9018,28.5207,23.3164,20.0413,18.5474,2.4127,0.0717
50.56779,44.5817,34.986,28.5625,23.3691,20.098,18.8593,2.4159,0.0674
50.57661,44.6484,35.0662,28.609,23.4281,20.1649,19.0053,2.4201,0.0623
50.58486,44.7103,35.1276,28.6496,23.4794,20.2263,19.0719,2.4244,0.0577
50.58522,44.7131,35.1301,28.6513,23.4816,20.229,19.0744,2.4246,0.0575
50.68455,45.3366,35.5989,29.0229,23.8916,20.863,19.5188,2.4961,0.0241
50.68503,45.3389,35.6008,29.0245,23.893,20.8655,19.5207,2.4964,0.0241
50.69295,45.3755,35.6322,29.0526,23.9162,20.9071,19.5527,2.5011,0.0245
50.69393,45.3798,35.6361,29.0562,23.919,20.9122,19.5566,2.5017,0.0246
50.71859,45.4836,35.7328,29.1508,23.9889,21.0346,19.658,2.5146,0.0291
50.7601,45.6381,35.8971,29.3419,24.1109,21.2248,19.8405,2.5331,0.0448
50.7602,45.6385,35.8975,29.3424,24.1112,21.2252,19.8409,2.5331,0.0449
50.76046,45.6394,35.8986,29.3438,24.1121,21.2264,19.8422,2.5332,0.045
50.87696,46.0323,36.4029,29.9627,24.5573,21.7195,20.4757,2.5772,0.1037
50.88549,46.0617,36.442,30.0048,24.5936,21.7558,20.5263,2.5804,0.1068
50.88585,46.0629,36.4436,30.0066,24.5952,21.7573,20.5284,2.5805,0.1069
50.89315,46.0884,36.4772,30.0417,24.6264,21.7886,20.5717,2.5832,0.1093
50.90155,46.118,36.5159,30.0811,24.6625,21.8247,20.6214,2.5863,0.1116
50.94369,46.2713,36.7119,30.2666,24.8438,22.009,20.8652,2.6023,0.118
50.95212,46.3028,36.7513,30.3016,24.8798,22.0464,20.9121,2.6056,0.1184
50.95239,46.3038,36.7525,30.3027,24.8809,22.0476,20.9136,2.6057,0.1185
51.06889,46.7615,37.2873,30.7429,25.3504,22.5734,21.5115,2.6536,0.1104
51.07742,46.7961,37.3249,30.7733,25.3826,22.6121,21.5538,2.6572,0.1098
51.08613,46.8314,37.3629,30.8042,25.415,22.6516,21.5971,2.661,0.1094
51.10175,46.895,37.4302,30.8596,25.4722,22.7223,21.6753,2.6678,0.109
51.11015,46.9292,37.4659,30.8894,25.5024,22.7602,21.7175,2.6715,0.1091
51.12728,46.9989,37.5372,30.9502,25.5628,22.8374,21.8046,2.679,0.1098
51.14432,47.0683,37.6065,31.011,25.6212,22.914,21.8926,2.6866,0.1111
51.1524,47.1012,37.6386,31.04,25.6483,22.9501,21.9347,2.6902,0.1118
51.26082,47.5336,38.0542,31.4556,25.9994,23.4273,22.5157,2.737,0.1176
51.261,47.5344,38.0549,31.4564,26.0001,23.4281,22.5167,2.7371,0.1176
51.27806,47.6,38.1228,31.5283,26.0598,23.5015,22.6089,2.744,0.1159
51.31035,47.7218,38.2579,31.6684,26.1828,23.64,22.7822,2.7566,0.1088
51.31041,47.722,38.2582,31.6687,26.183,23.6403,22.7825,2.7567,0.1088
51.31921,47.7548,38.297,31.7073,26.2193,23.678,22.8293,2.76,0.1058
51.33625,47.8178,38.375,31.7822,26.2939,23.7514,22.9195,2.7664,0.0991
51.34432,47.8475,38.4134,31.8175,26.3314,23.7863,22.9619,2.7693,0.0954
51.44458,48.218,38.9381,32.2249,26.8722,24.2411,23.4771,2.8069,0.0431
51.45275,48.249,38.9815,32.2531,26.9168,24.2813,23.5182,2.8102,0.0394
51.46164,48.2831,39.0283,32.2827,26.9644,24.3259,23.5629,2.8139,0.0357
51.5028,48.4443,39.2353,32.4077,27.1671,24.5406,23.7687,2.8329,0.0243
51.51895,48.5086,39.3103,32.4534,27.2358,24.6259,23.8489,2.8418,0.0231
51.51901,48.5089,39.3106,32.4536,27.236,24.6262,23.8493,2.8418,0.0231
51.51984,48.5122,39.3143,32.4559,27.2394,24.6306,23.8534,2.8423,0.0231
51.52791,48.5444,39.3501,32.4785,27.2707,24.6727,23.8933,2.8473,0.0234
51.6113,48.8711,39.6697,32.7366,27.5087,25.0498,24.3,2.9136,0.0506
51.61148,48.8718,39.6703,32.7372,27.5091,25.0505,24.3008,2.9137,0.0507
51.63583,48.9624,39.7521,32.8319,27.5626,25.1346,24.4169,2.9271,0.0636
51.63688,48.9662,39.7555,32.8362,27.5648,25.138,24.4218,2.9276,0.0642
51.66135,49.054,39.8351,32.9404,27.6175,25.2139,24.5373,2.9373,0.0776
51.71177,49.2281,39.9974,33.1695,27.7369,25.357,24.7713,2.9539,0.1024
51.72755,49.2813,40.0492,33.2424,27.7811,25.4005,24.8434,2.959,0.1083
51.72818,49.2834,40.0513,33.2453,27.783,25.4023,24.8462,2.9593,0.1085
51.78672,49.4792,40.2504,33.5058,27.987,25.5695,25.1077,2.9814,0.1196
51.81157,49.5626,40.3382,33.6077,28.0881,25.6475,25.2155,2.9932,0.1203
51.83715,49.6493,40.4306,33.7071,28.1973,25.7348,25.3241,3.0076,0.1192
51.84443,49.6742,40.4572,33.7345,28.229,25.761,25.3545,3.0123,0.1187
51.85328,49.7047,40.4899,33.7673,28.2676,25.7935,25.3912,3.0183,0.1179
51.90369,49.8812,40.6805,33.9451,28.4844,25.9919,25.5941,3.059,0.1119
51.92011,49.9396,40.7443,34.0002,28.5515,26.0601,25.6587,3.0741,0.1098
51.93615,49.997,40.8072,34.0531,28.6144,26.128,25.7216,3.0893,0.108
51.97864,50.1501,40.9766,34.1889,28.7703,26.3101,25.8884,3.1299,0.1047
52.0035,50.24,41.0768,34.2663,28.8559,26.416,25.9875,3.1521,0.1037
52.02907,50.3324,41.1804,34.3454,28.9409,26.5228,26.092,3.1723,0.1033
52.04469,50.3886,41.2437,34.3938,28.9917,26.5869,26.1575,3.1829,0.1033
52.04521,50.3905,41.2458,34.3954,28.9934,26.5891,26.1597,3.1832,0.1033
52.09562,50.5711,41.4491,34.5557,29.155,26.7919,26.3804,3.2076,0.1048
52.12038,50.6593,41.5477,34.6383,29.2346,26.8899,26.4921,3.2161,0.1062
52.14475,50.7459,41.6442,34.7232,29.3142,26.9858,26.6029,3.2237,0.1078
52.16222,50.8078,41.7133,34.7865,29.3723,27.0543,26.6823,3.2291,0.1091
52.19543,50.9252,41.8448,34.9128,29.4851,27.1845,26.8315,3.2404,0.1116
52.221,51.0155,41.9468,35.0141,29.5746,27.2851,26.9441,3.251,0.1133
52.23714,51.0724,42.0116,35.0792,29.6324,27.3484,27.0136,3.259,0.1142
52.25329,51.1292,42.0769,35.145,29.6913,27.4115,27.0819,3.268,0.1148
52.28755,51.25,42.2176,35.2856,29.8205,27.5435,27.223,3.2913,0.1148
52.3123,51.3375,42.3209,35.387,29.9177,27.6364,27.3226,3.3108,0.1135
52.35335,51.4833,42.4945,35.5519,30.0867,27.783,27.4849,3.3466,0.1075
52.35415,51.4862,42.4979,35.5551,30.0901,27.7857,27.488,3.3474,0.1074
52.37901,51.5753,42.6036,35.6512,30.1968,27.8676,27.5853,3.3705,0.1007
52.41293,51.6986,42.7474,35.7774,30.3466,27.968,27.7182,3.4026,0.0877
52.42907,51.7583,42.8151,35.8356,30.4192,28.0111,27.7821,3.4176,0.0801
52.45355,51.8508,42.9161,35.922,30.5304,28.0712,27.8812,3.4386,0.067
52.47114,51.9188,42.9861,35.983,30.6109,28.1109,27.9544,3.4509,0.0565
52.48754,51.9835,43.0473,36.0392,30.6862,28.1458,28.0246,3.4584,0.0462
52.52104,52.1188,43.1361,36.1528,30.8397,28.2132,28.174,3.4425,0.0242
52.52309,52.1271,43.1373,36.1597,30.8491,28.2173,28.1833,3.4395,0.0228
52.52366,52.1294,43.1374,36.1616,30.8517,28.2184,28.1859,3.4387,0.0224
52.52439,52.1324,43.1376,36.1641,30.855,28.2199,28.1893,3.4376,0.0219
52.52615,52.1396,43.1373,36.1701,30.863,28.2233,28.1973,3.435,0.0207
52.52955,52.1534,43.1355,36.1815,30.8785,28.2301,28.2129,3.4305,0.0185
52.53338,52.1691,43.1337,36.1945,30.896,28.2377,28.2305,3.4263,0.0159
